Simulation,StateR,StateC,TargetR,TargetC,Action,Reward
S26,5,2,1,1,LEFT,1
S26,5,1,1,1,RIGHT,-1
S26,5,2,1,1,LEFT,1
S26,5,1,1,1,RIGHT,-1
S26,5,2,1,1,RIGHT,-1
S26,5,3,1,1,LEFT,1
S26,5,2,1,1,UP,1
S26,4,2,1,1,LEFT,1
S26,4,1,1,1,DOWN,-1
S26,5,1,1,1,DOWN,4
S27,3,2,2,1,RIGHT,-1
S27,3,3,2,1,UP,1
S27,2,3,2,1,DOWN,-1
S27,3,3,2,1,LEFT,1
S27,3,2,2,1,LEFT,1
S27,3,1,2,1,LEFT,-4
S27,3,5,2,1,UP,1
S27,2,5,2,1,DOWN,-1
S27,3,5,2,1,UP,1
S27,2,5,2,1,RIGHT,4
S28,5,1,1,5,UP,1
S28,4,1,1,5,DOWN,-1
S28,5,1,1,5,DOWN,4
S28,1,1,1,5,DOWN,-1
S28,2,1,1,5,RIGHT,1
S28,2,2,1,5,LEFT,-1
S28,2,1,1,5,LEFT,4
S28,2,5,1,5,UP,1
S29,4,1,4,4,UP,-1
S29,3,1,4,4,RIGHT,1
S29,3,2,4,4,DOWN,1
S29,4,2,4,4,LEFT,-1
S29,4,1,4,4,DOWN,-1
S29,5,1,4,4,UP,1
S29,4,1,4,4,LEFT,2
S29,4,5,4,4,LEFT,1
S30,2,3,4,1,UP,-1
S30,1,3,4,1,UP,2
S30,5,3,4,1,UP,1
S30,4,3,4,1,LEFT,1
S30,4,2,4,1,RIGHT,-1
S30,4,3,4,1,UP,-1
S30,3,3,4,1,DOWN,1
S30,4,3,4,1,RIGHT,-1
S30,4,4,4,1,DOWN,-1
S30,5,4,4,1,UP,1
S30,4,4,4,1,RIGHT,-1
S30,4,5,4,1,UP,-1
S30,3,5,4,1,UP,-1
S30,2,5,4,1,RIGHT,4
S30,2,1,4,1,RIGHT,-1
S30,2,2,4,1,RIGHT,-1
S30,2,3,4,1,RIGHT,-1
S30,2,4,4,1,UP,-1
S30,1,4,4,1,LEFT,1
S30,1,3,4,1,LEFT,1
S30,1,2,4,1,RIGHT,-1
S30,1,3,4,1,DOWN,1
S30,2,3,4,1,UP,-1
S30,1,3,4,1,RIGHT,-1
S30,1,4,4,1,UP,2
S30,5,4,4,1,UP,1
S30,4,4,4,1,LEFT,1
S30,4,3,4,1,DOWN,-1
S30,5,3,4,1,LEFT,1
S30,5,2,4,1,RIGHT,-1
S30,5,3,4,1,LEFT,1
S30,5,2,4,1,RIGHT,-1
S30,5,3,4,1,RIGHT,-1
S30,5,4,4,1,DOWN,-2
S30,1,4,4,1,RIGHT,-1
S30,1,5,4,1,LEFT,1
S30,1,4,4,1,DOWN,1
S30,2,4,4,1,UP,-1
S30,1,4,4,1,UP,2
S30,5,4,4,1,DOWN,-2
S30,1,4,4,1,DOWN,1
S30,2,4,4,1,DOWN,1
S30,3,4,4,1,LEFT,1
S30,3,3,4,1,UP,-1
S30,2,3,4,1,DOWN,1
S30,3,3,4,1,UP,-1
S30,2,3,4,1,RIGHT,-1
S30,2,4,4,1,DOWN,1
S30,3,4,4,1,UP,-1
S30,2,4,4,1,RIGHT,-1
S30,2,5,4,1,LEFT,1
S30,2,4,4,1,DOWN,1
S30,3,4,4,1,RIGHT,-1
S30,3,5,4,1,RIGHT,4
S30,3,1,4,1,RIGHT,-1
S30,3,2,4,1,DOWN,1
S30,4,2,4,1,DOWN,-1
S30,5,2,4,1,RIGHT,-1
S30,5,3,4,1,RIGHT,-1
S30,5,4,4,1,LEFT,1
S30,5,3,4,1,RIGHT,-1
S30,5,4,4,1,LEFT,1
S30,5,3,4,1,DOWN,-2
S30,1,3,4,1,RIGHT,-1
S30,1,4,4,1,LEFT,1
S30,1,3,4,1,RIGHT,-1
S30,1,4,4,1,UP,2
S30,5,4,4,1,RIGHT,-1
S30,5,5,4,1,LEFT,1
S30,5,4,4,1,RIGHT,-1
S30,5,5,4,1,RIGHT,4
S30,5,1,4,1,RIGHT,-1
S30,5,2,4,1,RIGHT,-1
S30,5,3,4,1,DOWN,-2
S30,1,3,4,1,LEFT,1
S30,1,2,4,1,LEFT,1
S30,1,1,4,1,UP,2
S30,5,1,4,1,DOWN,-2
S30,1,1,4,1,DOWN,1
S30,2,1,4,1,RIGHT,-1
S30,2,2,4,1,RIGHT,-1
S30,2,3,4,1,DOWN,1
S30,3,3,4,1,RIGHT,-1
S30,3,4,4,1,LEFT,1
S30,3,3,4,1,RIGHT,-1
S30,3,4,4,1,DOWN,1
S30,4,4,4,1,RIGHT,-1
S30,4,5,4,1,DOWN,-1
S30,5,5,4,1,UP,1
S30,4,5,4,1,RIGHT,4
S31,3,4,4,4,RIGHT,-1
S31,3,5,4,4,UP,-1
S31,2,5,4,4,RIGHT,-2
S31,2,1,4,4,UP,-1
S31,1,1,4,4,DOWN,1
S31,2,1,4,4,UP,-1
S31,1,1,4,4,RIGHT,1
S31,1,2,4,4,RIGHT,1
S31,1,3,4,4,DOWN,1
S31,2,3,4,4,LEFT,-1
S31,2,2,4,4,DOWN,1
S31,3,2,4,4,UP,-1
S31,2,2,4,4,UP,-1
S31,1,2,4,4,UP,2
S31,5,2,4,4,LEFT,-1
S31,5,1,4,4,LEFT,2
S31,5,5,4,4,RIGHT,-2
S31,5,1,4,4,UP,1
S31,4,1,4,4,UP,-1
S31,3,1,4,4,LEFT,2
S31,3,5,4,4,DOWN,1
S31,4,5,4,4,DOWN,-1
S31,5,5,4,4,RIGHT,-2
S31,5,1,4,4,DOWN,-2
S31,1,1,4,4,RIGHT,1
S31,1,2,4,4,DOWN,1
S31,2,2,4,4,RIGHT,1
S31,2,3,4,4,RIGHT,1
S31,2,4,4,4,LEFT,-1
S31,2,3,4,4,DOWN,1
S31,3,3,4,4,LEFT,-1
S31,3,2,4,4,LEFT,-1
S31,3,1,4,4,LEFT,2
S31,3,5,4,4,UP,-1
S31,2,5,4,4,RIGHT,-2
S31,2,1,4,4,UP,-1
S31,1,1,4,4,UP,2
S31,5,1,4,4,DOWN,-2
S31,1,1,4,4,DOWN,1
S31,2,1,4,4,DOWN,1
S31,3,1,4,4,RIGHT,1
S31,3,2,4,4,UP,-1
S31,2,2,4,4,RIGHT,1
S31,2,3,4,4,UP,-1
S31,1,3,4,4,UP,2
S31,5,3,4,4,RIGHT,1
S31,5,4,4,4,UP,1
S32,1,3,1,4,UP,-4
S32,5,3,1,4,UP,1
S32,4,3,1,4,LEFT,-1
S32,4,2,1,4,LEFT,-1
S32,4,1,1,4,LEFT,2
S32,4,5,1,4,UP,1
S32,3,5,1,4,RIGHT,-2
S32,3,1,1,4,DOWN,-1
S32,4,1,1,4,DOWN,-1
S32,5,1,1,4,UP,1
S32,4,1,1,4,RIGHT,1
S32,4,2,1,4,DOWN,-1
S32,5,2,1,4,DOWN,4
S32,1,2,1,4,RIGHT,1
S32,1,3,1,4,DOWN,-1
S32,2,3,1,4,LEFT,-1
S32,2,2,1,4,UP,1
S32,1,2,1,4,RIGHT,1
S32,1,3,1,4,DOWN,-1
S32,2,3,1,4,LEFT,-1
S32,2,2,1,4,DOWN,-1
S32,3,2,1,4,UP,1
S32,2,2,1,4,LEFT,-1
S32,2,1,1,4,UP,1
S32,1,1,1,4,UP,-4
S32,5,1,1,4,DOWN,4
S32,1,1,1,4,DOWN,-1
S32,2,1,1,4,LEFT,2
S32,2,5,1,4,UP,1
S32,1,5,1,4,DOWN,-1
S32,2,5,1,4,RIGHT,-2
S32,2,1,1,4,LEFT,2
S32,2,5,1,4,RIGHT,-2
S32,2,1,1,4,DOWN,-1
S32,3,1,1,4,UP,1
S32,2,1,1,4,LEFT,2
S32,2,5,1,4,LEFT,1
S32,2,4,1,4,LEFT,-1
S32,2,3,1,4,DOWN,-1
S32,3,3,1,4,LEFT,-1
S32,3,2,1,4,UP,1
S32,2,2,1,4,RIGHT,1
S32,2,3,1,4,DOWN,-1
S32,3,3,1,4,RIGHT,1
S32,3,4,1,4,UP,1
S32,2,4,1,4,DOWN,-1
S32,3,4,1,4,UP,1
S32,2,4,1,4,LEFT,-1
S32,2,3,1,4,RIGHT,1
S32,2,4,1,4,DOWN,-1
S32,3,4,1,4,DOWN,-1
S32,4,4,1,4,LEFT,-1
S32,4,3,1,4,UP,1
S32,3,3,1,4,LEFT,-1
S32,3,2,1,4,RIGHT,1
S32,3,3,1,4,UP,1
S32,2,3,1,4,RIGHT,1
S32,2,4,1,4,UP,1
S33,5,5,3,3,UP,1
S33,4,5,3,3,UP,1
S33,3,5,3,3,RIGHT,0
S33,3,1,3,3,LEFT,0
S33,3,5,3,3,RIGHT,0
S33,3,1,3,3,UP,-1
S33,2,1,3,3,UP,-1
S33,1,1,3,3,DOWN,1
S33,2,1,3,3,UP,-1
S33,1,1,3,3,DOWN,1
S33,2,1,3,3,RIGHT,1
S33,2,2,3,3,UP,-1
S33,1,2,3,3,LEFT,-1
S33,1,1,3,3,RIGHT,1
S33,1,2,3,3,UP,0
S33,5,2,3,3,RIGHT,1
S33,5,3,3,3,RIGHT,-1
S33,5,4,3,3,UP,1
S33,4,4,3,3,UP,1
S33,3,4,3,3,LEFT,1
S34,1,3,2,5,UP,-2
S34,5,3,2,5,DOWN,2
S34,1,3,2,5,LEFT,-1
S34,1,2,2,5,UP,-2
S34,5,2,2,5,DOWN,2
S34,1,2,2,5,UP,-2
S34,5,2,2,5,UP,1
S34,4,2,2,5,RIGHT,1
S34,4,3,2,5,LEFT,-1
S34,4,2,2,5,DOWN,-1
S34,5,2,2,5,DOWN,2
S34,1,2,2,5,DOWN,1
S34,2,2,2,5,RIGHT,1
S34,2,3,2,5,DOWN,-1
S34,3,3,2,5,LEFT,-1
S34,3,2,2,5,DOWN,-1
S34,4,2,2,5,DOWN,-1
S34,5,2,2,5,UP,1
S34,4,2,2,5,UP,1
S34,3,2,2,5,UP,1
S34,2,2,2,5,RIGHT,1
S34,2,3,2,5,RIGHT,1
S34,2,4,2,5,DOWN,-1
S34,3,4,2,5,DOWN,-1
S34,4,4,2,5,RIGHT,1
S34,4,5,2,5,LEFT,-1
S34,4,4,2,5,DOWN,-1
S34,5,4,2,5,RIGHT,1
S34,5,5,2,5,DOWN,2
S34,1,5,2,5,UP,-2
S34,5,5,2,5,RIGHT,-4
S34,5,1,2,5,LEFT,4
S34,5,5,2,5,RIGHT,-4
S34,5,1,2,5,LEFT,4
S34,5,5,2,5,DOWN,2
S34,1,5,2,5,RIGHT,-4
S34,1,1,2,5,DOWN,1
S34,2,1,2,5,DOWN,-1
S34,3,1,2,5,UP,1
S34,2,1,2,5,RIGHT,1
S34,2,2,2,5,RIGHT,1
S34,2,3,2,5,UP,-1
S34,1,3,2,5,RIGHT,1
S34,1,4,2,5,LEFT,-1
S34,1,3,2,5,RIGHT,1
S34,1,4,2,5,RIGHT,1
S34,1,5,2,5,DOWN,1
S35,3,4,1,4,DOWN,-1
S35,4,4,1,4,LEFT,-1
S35,4,3,1,4,UP,1
S35,3,3,1,4,UP,1
S35,2,3,1,4,RIGHT,1
S35,2,4,1,4,RIGHT,-1
S35,2,5,1,4,UP,1
S35,1,5,1,4,LEFT,1
S36,5,1,2,2,RIGHT,1
S36,5,2,2,2,UP,1
S36,4,2,2,2,RIGHT,-1
S36,4,3,2,2,LEFT,1
S36,4,2,2,2,UP,1
S36,3,2,2,2,UP,1
S37,5,2,3,1,UP,1
S37,4,2,3,1,RIGHT,-1
S37,4,3,3,1,UP,1
S37,3,3,3,1,RIGHT,-1
S37,3,4,3,1,DOWN,-1
S37,4,4,3,1,UP,1
S37,3,4,3,1,DOWN,-1
S37,4,4,3,1,RIGHT,-1
S37,4,5,3,1,RIGHT,4
S37,4,1,3,1,DOWN,-1
S37,5,1,3,1,DOWN,0
S37,1,1,3,1,RIGHT,-1
S37,1,2,3,1,RIGHT,-1
S37,1,3,3,1,DOWN,1
S37,2,3,3,1,LEFT,1
S37,2,2,3,1,UP,-1
S37,1,2,3,1,RIGHT,-1
S37,1,3,3,1,DOWN,1
S37,2,3,3,1,UP,-1
S37,1,3,3,1,DOWN,1
S37,2,3,3,1,LEFT,1
S37,2,2,3,1,DOWN,1
S37,3,2,3,1,LEFT,1
S38,4,4,1,1,UP,1
S38,3,4,1,1,UP,1
S38,2,4,1,1,RIGHT,-1
S38,2,5,1,1,UP,1
S38,1,5,1,1,LEFT,1
S38,1,4,1,1,RIGHT,-1
S38,1,5,1,1,DOWN,-1
S38,2,5,1,1,DOWN,-1
S38,3,5,1,1,RIGHT,4
S38,3,1,1,1,RIGHT,-1
S38,3,2,1,1,DOWN,-1
S38,4,2,1,1,UP,1
S38,3,2,1,1,LEFT,1
S38,3,1,1,1,UP,1
S38,2,1,1,1,DOWN,-1
S38,3,1,1,1,RIGHT,-1
S38,3,2,1,1,LEFT,1
S38,3,1,1,1,DOWN,-1
S38,4,1,1,1,LEFT,-4
S38,4,5,1,1,UP,1
S38,3,5,1,1,UP,1
S38,2,5,1,1,DOWN,-1
S38,3,5,1,1,RIGHT,4
S38,3,1,1,1,UP,1
S38,2,1,1,1,RIGHT,-1
S38,2,2,1,1,UP,1
S38,1,2,1,1,LEFT,1
S39,1,5,1,3,DOWN,-1
S39,2,5,1,3,RIGHT,0
S39,2,1,1,3,DOWN,-1
S39,3,1,1,3,RIGHT,1
S39,3,2,1,3,RIGHT,1
S39,3,3,1,3,UP,1
S39,2,3,1,3,LEFT,-1
S39,2,2,1,3,LEFT,-1
S39,2,1,1,3,RIGHT,1
S39,2,2,1,3,DOWN,-1
S39,3,2,1,3,RIGHT,1
S39,3,3,1,3,UP,1
S39,2,3,1,3,LEFT,-1
S39,2,2,1,3,LEFT,-1
S39,2,1,1,3,LEFT,0
S39,2,5,1,3,DOWN,-1
S39,3,5,1,3,RIGHT,0
S39,3,1,1,3,RIGHT,1
S39,3,2,1,3,UP,1
S39,2,2,1,3,LEFT,-1
S39,2,1,1,3,DOWN,-1
S39,3,1,1,3,RIGHT,1
S39,3,2,1,3,LEFT,-1
S39,3,1,1,3,DOWN,-1
S39,4,1,1,3,UP,1
S39,3,1,1,3,LEFT,0
S39,3,5,1,3,UP,1
S39,2,5,1,3,LEFT,1
S39,2,4,1,3,DOWN,-1
S39,3,4,1,3,UP,1
S39,2,4,1,3,LEFT,1
S39,2,3,1,3,LEFT,-1
S39,2,2,1,3,LEFT,-1
S39,2,1,1,3,RIGHT,1
S39,2,2,1,3,RIGHT,1
S39,2,3,1,3,UP,1
S40,1,4,4,2,RIGHT,-1
S40,1,5,4,2,RIGHT,2
S40,1,1,4,2,DOWN,1
S40,2,1,4,2,LEFT,-2
S40,2,5,4,2,DOWN,1
S40,3,5,4,2,LEFT,1
S40,3,4,4,2,DOWN,1
S40,4,4,4,2,LEFT,1
S40,4,3,4,2,RIGHT,-1
S40,4,4,4,2,DOWN,-1
S40,5,4,4,2,DOWN,-2
S40,1,4,4,2,RIGHT,-1
S40,1,5,4,2,DOWN,1
S40,2,5,4,2,UP,-1
S40,1,5,4,2,UP,2
S40,5,5,4,2,UP,1
S40,4,5,4,2,UP,-1
S40,3,5,4,2,LEFT,1
S40,3,4,4,2,RIGHT,-1
S40,3,5,4,2,DOWN,1
S40,4,5,4,2,DOWN,-1
S40,5,5,4,2,LEFT,1
S40,5,4,4,2,UP,1
S40,4,4,4,2,LEFT,1
S40,4,3,4,2,DOWN,-1
S40,5,3,4,2,UP,1
S40,4,3,4,2,RIGHT,-1
S40,4,4,4,2,DOWN,-1
S40,5,4,4,2,LEFT,1
S40,5,3,4,2,RIGHT,-1
S40,5,4,4,2,DOWN,-2
S40,1,4,4,2,DOWN,1
S40,2,4,4,2,DOWN,1
S40,3,4,4,2,LEFT,1
S40,3,3,4,2,DOWN,1
S40,4,3,4,2,RIGHT,-1
S40,4,4,4,2,RIGHT,-1
S40,4,5,4,2,DOWN,-1
S40,5,5,4,2,UP,1
S40,4,5,4,2,UP,-1
S40,3,5,4,2,UP,-1
S40,2,5,4,2,RIGHT,2
S40,2,1,4,2,UP,-1
S40,1,1,4,2,DOWN,1
S40,2,1,4,2,LEFT,-2
S40,2,5,4,2,DOWN,1
S40,3,5,4,2,DOWN,1
S40,4,5,4,2,UP,-1
S40,3,5,4,2,DOWN,1
S40,4,5,4,2,DOWN,-1
S40,5,5,4,2,RIGHT,2
S40,5,1,4,2,UP,1
S40,4,1,4,2,RIGHT,1
S41,1,3,3,4,DOWN,1
S41,2,3,3,4,RIGHT,1
S41,2,4,3,4,UP,-1
S41,1,4,3,4,RIGHT,-1
S41,1,5,3,4,DOWN,1
S41,2,5,3,4,UP,-1
S41,1,5,3,4,DOWN,1
S41,2,5,3,4,LEFT,1
S41,2,4,3,4,UP,-1
S41,1,4,3,4,RIGHT,-1
S41,1,5,3,4,UP,0
S41,5,5,3,4,DOWN,0
S41,1,5,3,4,RIGHT,-2
S41,1,1,3,4,DOWN,1
S41,2,1,3,4,RIGHT,1
S41,2,2,3,4,DOWN,1
S41,3,2,3,4,RIGHT,1
S41,3,3,3,4,LEFT,-1
S41,3,2,3,4,UP,-1
S41,2,2,3,4,UP,-1
S41,1,2,3,4,LEFT,-1
S41,1,1,3,4,RIGHT,1
S41,1,2,3,4,RIGHT,1
S41,1,3,3,4,LEFT,-1
S41,1,2,3,4,DOWN,1
S41,2,2,3,4,DOWN,1
S41,3,2,3,4,RIGHT,1
S41,3,3,3,4,UP,-1
S41,2,3,3,4,LEFT,-1
S41,2,2,3,4,LEFT,-1
S41,2,1,3,4,UP,-1
S41,1,1,3,4,RIGHT,1
S41,1,2,3,4,RIGHT,1
S41,1,3,3,4,LEFT,-1
S41,1,2,3,4,UP,0
S41,5,2,3,4,DOWN,0
S41,1,2,3,4,UP,0
S41,5,2,3,4,LEFT,-1
S41,5,1,3,4,RIGHT,1
S41,5,2,3,4,DOWN,0
S41,1,2,3,4,UP,0
S41,5,2,3,4,LEFT,-1
S41,5,1,3,4,LEFT,2
S41,5,5,3,4,RIGHT,-2
S41,5,1,3,4,DOWN,0
S41,1,1,3,4,DOWN,1
S41,2,1,3,4,LEFT,2
S41,2,5,3,4,DOWN,1
S41,3,5,3,4,LEFT,1
S42,3,3,1,3,RIGHT,-1
S42,3,4,1,3,RIGHT,-1
S42,3,5,1,3,RIGHT,0
S42,3,1,1,3,UP,1
S42,2,1,1,3,DOWN,-1
S42,3,1,1,3,LEFT,0
S42,3,5,1,3,DOWN,-1
S42,4,5,1,3,RIGHT,0
S42,4,1,1,3,RIGHT,1
S42,4,2,1,3,RIGHT,1
S42,4,3,1,3,RIGHT,-1
S42,4,4,1,3,UP,1
S42,3,4,1,3,RIGHT,-1
S42,3,5,1,3,UP,1
S42,2,5,1,3,RIGHT,0
S42,2,1,1,3,LEFT,0
S42,2,5,1,3,RIGHT,0
S42,2,1,1,3,DOWN,-1
S42,3,1,1,3,RIGHT,1
S42,3,2,1,3,UP,1
S42,2,2,1,3,DOWN,-1
S42,3,2,1,3,DOWN,-1
S42,4,2,1,3,LEFT,-1
S42,4,1,1,3,UP,1
S42,3,1,1,3,DOWN,-1
S42,4,1,1,3,LEFT,0
S42,4,5,1,3,UP,1
S42,3,5,1,3,UP,1
S42,2,5,1,3,UP,1
S42,1,5,1,3,RIGHT,0
S42,1,1,1,3,UP,-4
S42,5,1,1,3,RIGHT,1
S42,5,2,1,3,RIGHT,1
S42,5,3,1,3,RIGHT,-1
S42,5,4,1,3,DOWN,4
S42,1,4,1,3,LEFT,1
S43,1,1,2,1,DOWN,1
S44,2,3,2,4,DOWN,-1
S44,3,3,2,4,DOWN,-1
S44,4,3,2,4,LEFT,-1
S44,4,2,2,4,LEFT,-1
S44,4,1,2,4,RIGHT,1
S44,4,2,2,4,UP,1
S44,3,2,2,4,LEFT,-1
S44,3,1,2,4,UP,1
S44,2,1,2,4,LEFT,2
S44,2,5,2,4,UP,-1
S44,1,5,2,4,DOWN,1
S44,2,5,2,4,DOWN,-1
S44,3,5,2,4,RIGHT,-2
S44,3,1,2,4,LEFT,2
S44,3,5,2,4,RIGHT,-2
S44,3,1,2,4,DOWN,-1
S44,4,1,2,4,RIGHT,1
S44,4,2,2,4,RIGHT,1
S44,4,3,2,4,DOWN,-1
S44,5,3,2,4,RIGHT,1
S44,5,4,2,4,LEFT,-1
S44,5,3,2,4,UP,1
S44,4,3,2,4,RIGHT,1
S44,4,4,2,4,DOWN,-1
S44,5,4,2,4,RIGHT,-1
S44,5,5,2,4,UP,1
S44,4,5,2,4,RIGHT,-2
S44,4,1,2,4,RIGHT,1
S44,4,2,2,4,DOWN,-1
S44,5,2,2,4,UP,1
S44,4,2,2,4,DOWN,-1
S44,5,2,2,4,LEFT,-1
S44,5,1,2,4,DOWN,2
S44,1,1,2,4,RIGHT,1
S44,1,2,2,4,UP,-2
S44,5,2,2,4,LEFT,-1
S44,5,1,2,4,UP,1
S44,4,1,2,4,RIGHT,1
S44,4,2,2,4,UP,1
S44,3,2,2,4,DOWN,-1
S44,4,2,2,4,DOWN,-1
S44,5,2,2,4,UP,1
S44,4,2,2,4,UP,1
S44,3,2,2,4,DOWN,-1
S44,4,2,2,4,UP,1
S44,3,2,2,4,RIGHT,1
S44,3,3,2,4,RIGHT,1
S44,3,4,2,4,LEFT,-1
S44,3,3,2,4,UP,1
S44,2,3,2,4,LEFT,-1
S44,2,2,2,4,LEFT,-1
S44,2,1,2,4,DOWN,-1
S44,3,1,2,4,LEFT,2
S44,3,5,2,4,UP,1
S44,2,5,2,4,LEFT,1
S45,1,3,4,3,RIGHT,-1
S45,1,4,4,3,DOWN,1
S45,2,4,4,3,LEFT,1
S45,2,3,4,3,UP,-1
S45,1,3,4,3,LEFT,-1
S45,1,2,4,3,LEFT,-1
S45,1,1,4,3,RIGHT,1
S45,1,2,4,3,RIGHT,1
S45,1,3,4,3,LEFT,-1
S45,1,2,4,3,DOWN,1
S45,2,2,4,3,DOWN,1
S45,3,2,4,3,LEFT,-1
S45,3,1,4,3,UP,-1
S45,2,1,4,3,UP,-1
S45,1,1,4,3,RIGHT,1
S45,1,2,4,3,DOWN,1
S45,2,2,4,3,RIGHT,1
S45,2,3,4,3,LEFT,-1
S45,2,2,4,3,UP,-1
S45,1,2,4,3,RIGHT,1
S45,1,3,4,3,UP,2
S45,5,3,4,3,DOWN,-2
S45,1,3,4,3,UP,2
S45,5,3,4,3,DOWN,-2
S45,1,3,4,3,DOWN,1
S45,2,3,4,3,LEFT,-1
S45,2,2,4,3,DOWN,1
S45,3,2,4,3,RIGHT,1
S45,3,3,4,3,LEFT,-1
S45,3,2,4,3,UP,-1
S45,2,2,4,3,DOWN,1
S45,3,2,4,3,DOWN,1
S45,4,2,4,3,LEFT,-1
S45,4,1,4,3,UP,-1
S45,3,1,4,3,RIGHT,1
S45,3,2,4,3,DOWN,1
S45,4,2,4,3,DOWN,-1
S45,5,2,4,3,RIGHT,1
S45,5,3,4,3,LEFT,-1
S45,5,2,4,3,RIGHT,1
S45,5,3,4,3,DOWN,-2
S45,1,3,4,3,DOWN,1
S45,2,3,4,3,RIGHT,-1
S45,2,4,4,3,UP,-1
S45,1,4,4,3,UP,2
S45,5,4,4,3,LEFT,1
S45,5,3,4,3,UP,1
S46,2,4,1,2,DOWN,-1
S46,3,4,1,2,DOWN,-1
S46,4,4,1,2,RIGHT,-1
S46,4,5,1,2,LEFT,1
S46,4,4,1,2,RIGHT,-1
S46,4,5,1,2,DOWN,-1
S46,5,5,1,2,DOWN,4
S46,1,5,1,2,RIGHT,2
S46,1,1,1,2,LEFT,-2
S46,1,5,1,2,DOWN,-1
S46,2,5,1,2,LEFT,1
S46,2,4,1,2,UP,1
S46,1,4,1,2,RIGHT,-1
S46,1,5,1,2,DOWN,-1
S46,2,5,1,2,LEFT,1
S46,2,4,1,2,UP,1
S46,1,4,1,2,UP,-4
S46,5,4,1,2,LEFT,1
S46,5,3,1,2,UP,1
S46,4,3,1,2,RIGHT,-1
S46,4,4,1,2,RIGHT,-1
S46,4,5,1,2,RIGHT,2
S46,4,1,1,2,RIGHT,1
S46,4,2,1,2,RIGHT,-1
S46,4,3,1,2,DOWN,-1
S46,5,3,1,2,RIGHT,-1
S46,5,4,1,2,DOWN,4
S46,1,4,1,2,DOWN,-1
S46,2,4,1,2,RIGHT,-1
S46,2,5,1,2,RIGHT,2
S46,2,1,1,2,LEFT,-2
S46,2,5,1,2,DOWN,-1
S46,3,5,1,2,UP,1
S46,2,5,1,2,LEFT,1
S46,2,4,1,2,UP,1
S46,1,4,1,2,UP,-4
S46,5,4,1,2,DOWN,4
S46,1,4,1,2,LEFT,1
S46,1,3,1,2,DOWN,-1
S46,2,3,1,2,LEFT,1
S46,2,2,1,2,LEFT,-1
S46,2,1,1,2,DOWN,-1
S46,3,1,1,2,UP,1
S46,2,1,1,2,DOWN,-1
S46,3,1,1,2,DOWN,-1
S46,4,1,1,2,DOWN,-1
S46,5,1,1,2,RIGHT,1
S46,5,2,1,2,DOWN,4
S47,2,5,1,1,UP,1
S47,1,5,1,1,LEFT,1
S47,1,4,1,1,LEFT,1
S47,1,3,1,1,RIGHT,-1
S47,1,4,1,1,DOWN,-1
S47,2,4,1,1,LEFT,1
S47,2,3,1,1,DOWN,-1
S47,3,3,1,1,UP,1
S47,2,3,1,1,UP,1
S47,1,3,1,1,RIGHT,-1
S47,1,4,1,1,DOWN,-1
S47,2,4,1,1,DOWN,-1
S47,3,4,1,1,DOWN,-1
S47,4,4,1,1,UP,1
S47,3,4,1,1,RIGHT,-1
S47,3,5,1,1,LEFT,1
S47,3,4,1,1,DOWN,-1
S47,4,4,1,1,DOWN,-1
S47,5,4,1,1,DOWN,4
S47,1,4,1,1,RIGHT,-1
S47,1,5,1,1,LEFT,1
S47,1,4,1,1,RIGHT,-1
S47,1,5,1,1,UP,-4
S47,5,5,1,1,UP,1
S47,4,5,1,1,DOWN,-1
S47,5,5,1,1,UP,1
S47,4,5,1,1,UP,1
S47,3,5,1,1,DOWN,-1
S47,4,5,1,1,RIGHT,4
S47,4,1,1,1,LEFT,-4
S47,4,5,1,1,RIGHT,4
S47,4,1,1,1,UP,1
S47,3,1,1,1,UP,1
S47,2,1,1,1,LEFT,-4
S47,2,5,1,1,RIGHT,4
S47,2,1,1,1,RIGHT,-1
S47,2,2,1,1,UP,1
S47,1,2,1,1,LEFT,1
S48,3,5,3,3,DOWN,-1
S48,4,5,3,3,DOWN,-1
S48,5,5,3,3,RIGHT,0
S48,5,1,3,3,RIGHT,1
S48,5,2,3,3,LEFT,-1
S48,5,1,3,3,RIGHT,1
S48,5,2,3,3,UP,1
S48,4,2,3,3,RIGHT,1
S48,4,3,3,3,RIGHT,-1
S48,4,4,3,3,DOWN,-1
S48,5,4,3,3,RIGHT,-1
S48,5,5,3,3,DOWN,0
S48,1,5,3,3,LEFT,1
S48,1,4,3,3,LEFT,1
S48,1,3,3,3,DOWN,1
S48,2,3,3,3,DOWN,1
S49,4,3,3,1,LEFT,1
S49,4,2,3,1,RIGHT,-1
S49,4,3,3,1,DOWN,-1
S49,5,3,3,1,DOWN,0
S49,1,3,3,1,RIGHT,-1
S49,1,4,3,1,LEFT,1
S49,1,3,3,1,DOWN,1
S49,2,3,3,1,UP,-1
S49,1,3,3,1,LEFT,1
S49,1,2,3,1,UP,0
S49,5,2,3,1,LEFT,1
S49,5,1,3,1,LEFT,-4
S49,5,5,3,1,UP,1
S49,4,5,3,1,LEFT,1
S49,4,4,3,1,DOWN,-1
S49,5,4,3,1,LEFT,1
S49,5,3,3,1,DOWN,0
S49,1,3,3,1,LEFT,1
S49,1,2,3,1,DOWN,1
S49,2,2,3,1,LEFT,1
S49,2,1,3,1,RIGHT,-1
S49,2,2,3,1,DOWN,1
S49,3,2,3,1,DOWN,-1
S49,4,2,3,1,UP,1
